"id","junction_name","latitude","longitude"
205,"VALLEY VISTA BL AT SUNNYSLOPE AV",34.14434427297187,-118.42716906585989
206,"FILMORE ST AT CANTERBURY AV",34.252181939646,-118.44841586022746
207,"LASSEN ST AT HASKELL AV",34.250085444716376,-118.47399971668776
208,"FOOTHILL  BL  AT  MARCUS  AV",34.247785058998886,-118.28180415455435
209,"WHITSETT AV AT SARAH ST",34.153156249442574,-118.40522233615413
210,"NORDHOFF  ST  AT  LINDLEY  AV",34.235702342646256,-118.52312849505192
211,"MATHER  AV  AT  APPERSON  ST",34.25423246972325,-118.30966754046067
212,"FOOTHILL BL  AT  OSBORNE ST",34.27602526986052,-118.37833358862108
213,"BEACHY  AV   AT   VAN NUYS  BL",34.251599727889904,-118.4419790608449
214,"VANALDEN  AV  AT  VALERIO  ST",34.20474589653352,-118.54916452848262
215,"CARL ST AT BARTEE AV",34.253703599351795,-118.43548078171754
216,"POLK ST  AT DRONFIELD AV",34.315557009047254,-118.44078586429727
217,"VALERIO  ST  AT  LINDLEY  AV",34.20477132677835,-118.52733525224626
218,"GARRICK AV AT HERRON ST",34.32005701781274,-118.42094961057889
219,"ELDRIDGE AV AT SAYRE ST",34.3174017752019,-118.42394279495674
220,"DRONFIELD AV N/O BEAVER ST",34.30614179196794,-118.43503074581936
221,"OSBORNE  ST  AT  WOODMAN  AV",34.23387433529966,-118.43732969531987
222,"HAYVENHURST AV  S/O  CALNEVA  DR",34.136124589654685,-118.4976966681895
223,"ALGINET  DR  W/O  CALNEVA  DR",34.1334271734334,-118.49738674241453
224,"FIGUEROA  ST  N/O TEMPLE  ST",34.05990194363301,-118.24854020821577
225,"FIGUEROA  ST  AT  DIAMOND  ST",34.05841000285753,-118.25138584379164
226,"BERKELEY  AV  AT  GLENDALE  BL",34.08340076022682,-118.25994487612584
227,"MONTANA  ST  AT  GLENDALE  BL",34.07973047787546,-118.26008756395922
228,"SCOTT  AV  AT  GLENDALE  BL",34.08186523421665,-118.25999203192657
229,"PENMAR  AV  AT  ROSE  AV",34.00573634999211,-118.45958655788846
230,"WILSHIRE  BL  AT  WILTON  PL",34.06169979366943,-118.31420375846437
231,"PALMS  BL  AT  WADE  ST",34.00814487403276,-118.44285486462377
232,"BROMONT AV AT COMETA AV",34.28754363600824,-118.41246368835921
233,"LASSEN ST AT MASON AV",34.24999397005307,-118.57700195443826
234,"ADAMS  BL  AT  WEST VIEW  ST",34.03253465231275,-118.3481432193095
235,"1ST  ST  E/O  LORENA  ST",34.037153911483635,-118.19503754812587
236,"BOYLE  AV  AT  6TH  ST",34.0415159927613,-118.21956112034864
237,"4TH  ST  AT  STATE  ST",34.043058251579154,-118.21963920075206
238,"HOOVER  ST  AT  98TH  ST",33.94787674396408,-118.2869553804714
239,"WILMINGTON  AV  AT  CENTURY  BL",33.94607724421377,-118.23901285287053
240,"WESTERN  AV  AT  106TH  ST",33.94093190709349,-118.30902913989789
241,"CHENAULT  ST  AT  BARRINGTON  AV",34.056315859543716,-118.46765433752478
242,"SUNSET  BL E/O LAS PALMAS AV",34.097984100840186,-118.33529602373332
243,"WOLLAM  ST  AT  SCARBORO  ST",34.10337235782394,-118.22448345545224
244,"ALVARADO  ST  AT  BAXTER  ST",34.09151325354093,-118.25499444480614
245,"LEXINGTON AV E/O WESTERN AV",34.0929203634458,-118.3088670480327
246,"MARCO  PL  AT  BEETHOVEN  ST",34.00488926768757,-118.44399026351267
247,"FIGUEROA  ST  AT  HILLANDALE  DR",34.126565644591786,-118.18670348583758
248,"VICTORY  BL  AT  LANGDON  AV",34.18665297488013,-118.46891989319658
249,"NATIONAL  BL  W/O  OVERLAND  AV",34.032447373896034,-118.41759694743749
250,"OSBORNE  ST  N/O  GARRICK  AV",34.28231866249871,-118.37130549532438
251,"WESTERN  AV  AT  186TH  ST",33.86198318140024,-118.30916079069895
252,"EL DORADO AV AT COBALT ST",34.30570223849427,-118.47105009060641
253,"EL  DORADO  AV  AT  GLAMIS  ST",34.25686552421765,-118.4153842401558
254,"DEVONSHIRE  ST  AT  WOODMAN  AV",34.257621898491536,-118.44404295451602
255,"PALMS  BL  AT  SAWTELLE  BL",34.01869991166729,-118.4241767499389
256,"WOODLEY AV AT ROSCOE BL",34.22133322381374,-118.48369164873135
257,"BEAUDRY  AV  AT  4TH  ST",34.05652679139279,-118.25660270969296
258,"CONCORD  ST  S/O  6TH  ST",34.031566063307196,-118.20046003268585
259,"NORMANDIE  AV AT  ADAMS BL",34.03273234866554,-118.30026374006782
260,"7TH  ST  AT  BROADWAY",34.044529376504094,-118.25230933002862
261,"BEDFORD  ST  AT  CHALMERS  DR",34.06094030711151,-118.38027817993796
262,"STEARNS  DR  AT  SATURN  ST",34.052351978055995,-118.37104558150455
263,"12TH  ST  W/O  OLIVE  ST",34.03944219579059,-118.26222388755922
264,"OLIVE  ST  S/O  PICO  BL",34.03830526903534,-118.26328499288645
265,"MAPLE  AV   AT   OLYMPIC  BL",34.038318561795855,-118.25401499008505
266,"OLYMPIC  BL  AT  FIGUEROA  ST",34.045012867710405,-118.26393199990572
267,"ALMA ST AT 20th ST",33.7261008064798,-118.29901552189726
268,"WINSTON ST AT LOS ANGELES ST",34.046682499270176,-118.24697525220307
269,"DODSON  AV  AT  14TH  ST",33.73158941452296,-118.31188412069643
270,"LEVERING  AVE AT ROEBLING AV",34.06448556786298,-118.44996135816668
271,"OVERLAND  AV  AT  REGENT  ST",34.02106603645356,-118.40879261578665
272,"ANGELO  DR  AT  BROOKLAWN  DR",34.08698290546771,-118.42881774015981
273,"EL HITO CIR  E/O  BIENVENEDA  AV",34.05928183140676,-118.54242172862328
274,"ALTA VISTA BL AT WILLOUGHBY AV",34.08528840135037,-118.34745061751552
275,"SWEETZER AV AT DREXEL AV",34.07007932737944,-118.37043747687936
276,"MADERA  AV  E/O  GLENDALE  BL",34.1146666637336,-118.25936448254895
277,"GARDNER  ST  S/O  1ST  ST",34.07355908888775,-118.35321389556326
278,"BROCKTON  AV   AT   NEBRASKA  AV",34.03713148425662,-118.45755283332706
279,"TOYOPA  DR  AT  DRUMMOND  ST",34.042428337551044,-118.5212109839851
280,"SWARTHMORE  AV  AT  FRIENDS  ST",34.036870998997124,-118.52854868559774
281,"BEDFORD  ST  AT  CHALMERS  DR",34.06295069667423,-118.3803125906789
282,"ALMAR AV   AT   JUNALUSKA WAY",34.0456255554408,-118.5349422484929
283,"OHIO  AV  E/O  COTNER  AV",34.0500675638963,-118.44720622094
284,"C  ST  AT  WILMINGTON  BL",33.772160593298445,-118.27228605467504
285,"FRIES AV AT ANAHEIM ST",33.77838768345326,-118.26493179339072
286,"ANAHEIM  ST AT SCHLEY AV",33.781728598385584,-118.2334072296013
287,"103RD ST   AT   JUNIPER  ST",33.943119663179544,-118.23263782432394
288,"WHITWORTH  DR  W/O  SHERBOURNE",34.05713976581866,-118.37936545067556
289,"37TH  PL  W/O  WESTERN  AV",34.02024288809462,-118.30890545738303
290,"GRIFFITH  AV  AT  29TH  ST",34.01806317254838,-118.25863438001791
291,"OLYMPIC  BL  AT  BEDFORD  ST",34.05938048305523,-118.3803579318266
292,"DURANGO  AV  W/O  ROBERTSON  BL",34.042500152123154,-118.38787134695419
293,"OXNARD  ST  AT  WOODMAN  AV",34.1794035785676,-118.43048216903115
294,"FINLEY AV AT HILLHURST AV",34.107692445249285,-118.28743326935466
295,"SHOUP AV   AT   BURBANK  BL",34.171944325183865,-118.61459536010649
296,"WHITSETT AV AT CHANDLER BL",34.16670441181957,-118.40525677576376
297,"WESTPARK DR N/O CALVERT ST",34.18122382841113,-118.3976350610182
298,"ALMAYO  AV  AT  PATRICIA  AV",34.0470828288649,-118.41774952433664
299,"COMET  ST  AT  SAN  PASCUAL  AV",34.119731199777526,-118.17044113623837
300,"BELOIT  AV   S/O   MISSISSIPPI  AV",34.04013470640262,-118.44150454229822
301,"BENECIA  AV AT MISSOURI AV",34.057081338524014,-118.42259798575468
302,"GLENVILLE  DR  AT  CASHIO  ST",34.05243838694526,-118.3931819333798
303,"LAKE SHORE  AV  S/O  BAXTER  ST",34.08940195601796,-118.25490877366694
304,"LA  GRANGE  AV  AT  GREENFIELD  AV",34.04508380476689,-118.43684503519177
305,"HOOVER  ST  AT  CLINTON  ST",34.08178054167497,-118.2844596836006
306,"CLINTON  ST  AT  CHEROKEE  AV",34.08190452717757,-118.33520727039655
307,"CORTEZ ST E/O DOUGLAS ST",34.06570195884372,-118.25527461933152
308,"AMABEL  ST  AT  FIGUEROA  ST",34.08852843451872,-118.21563048188754
309,"WYCLIFF AV N/O SANTA CRUZ ST",33.745102349061575,-118.31413629139439
310,"SEPULVEDA BL N/O OXNARD ST",34.17938438884764,-118.46618616156039
311,"OXNARD ST E/O SEPULVEDA BL",34.179387380515855,-118.46182134044457
312,"SEPULVEDA BL S/O OXNARD ST",34.17573972502716,-118.46618253151206
313,"CORBIN AV AT SATICOY ST",34.20835420574381,-118.56227788220124
314,"APPERSON  ST  W/O  MATHER  AV",34.256043552381385,-118.30965511169913
315,"MARNICE  AV N/O FOOTHILL BL",34.2453388773884,-118.27404658973119
316,"KINZIE  ST  AT  ETIWANDA  AV",34.24819958008297,-118.53173296678426
317,"KINZIE  ST  AT  ETIWANDA  AV",34.2481993151412,-118.53073048197044
318,"PLUMMER ST AT HAYVENHURST AV",34.242958012878894,-118.49374113580296
319,"KESTER AV AT TUPPER ST",34.239083908950875,-118.45619978155968
320,"PARTHENIA  ST  AT  ZELZAH  AV",34.22861468684392,-118.52008082844453
321,"VANOWEN  ST  AT  WHITSETT  AV",34.19394500783417,-118.40307776595425
322,"RUNNYMEDE ST AT RADFORD AV",34.20573941389823,-118.39216189042405
323,"WELLS  DR  AT  DEL  MORENO  DR",34.16032113614779,-118.57293649334753
324,"KELVIN  AV  AT  CHASE  ST",34.22369910167412,-118.58634475006825
325,"VANOWEN ST AT CANOGA AV",34.193766774675304,-118.59748038068696
326,"BEVERLY GLEN  BL  AT ROBLAR PL",34.145606200395434,-118.44662352190713
327,"CRENSHAW BL AT 36th ST",34.02404045091373,-118.33511086225768
328,"REMICK AV AT REMINGTON ST",34.25163339544649,-118.42746523855214
329,"GAVINA AV AT RAJAH ST",34.32183436184723,-118.40546142762464
330,"JOHANNA  AV  AT  LA CANADA  WAY",34.261616654564435,-118.34708471425759
331,"GARBER  ST  AT  VARNA  AV",34.241644255872075,-118.43958161462268
332,"ROXFORD ST AT BRADLEY AV",34.31309018987816,-118.4696789027113
333,"LARKSPUR ST AT EL DORADO AV",34.30861628226561,-118.4714654190236
334,"LASSEN ST AT DE SOTO AV",34.24998520689704,-118.58856496838027
335,"TELFAIR AV AT LARKSPUR ST",34.30577923238745,-118.47464782112732
336,"SAN JOSE ST AT WOODMAN AV",34.26083785989516,-118.45433874958105
337,"PINNEY  ST  AT  DE FOE  AV",34.27315034476185,-118.41404860969408
338,"VAN NUYS  BL  AT  KEWEN  AV",34.262380215687614,-118.42720393884035
339,"VAN NUYS  BL  AT  NORRIS  AV",34.27129442261885,-118.41498370709242
